UserId,VenueId,Latitude ,Longitude ,Category,City,Local_sg_time
53896,4e67e5e4483bef6eb825f818,51.046332,-114.068534,Park,Calgary,2012/4/3 20:38
53896,4b54e95ef964a520cdd227e3,51.046318,-114.061775,Light Rail,Calgary,2012/4/3 20:45
53896,4b21a170f964a520373f24e3,51.046256,-114.056676,Light Rail,Calgary,2012/4/3 20:46
21272,4b21a170f964a520373f24e3,51.046256,-114.056676,Light Rail,Calgary,2012/4/10 22:36
53896,4b48367bf964a5202c4a26e3,51.038628,-114.058299,Light Rail,Calgary,2012/4/3 20:49
53896,4bfd9fb7f61dc9b6994d9fde,51.031625,-114.059029,Light Rail,Calgary,2012/4/3 20:50
21272,4bfd9fb7f61dc9b6994d9fde,51.031625,-114.059029,Light Rail,Calgary,2012/4/10 22:41
5554,4b47cfbff964a520cc3f26e3,50.898865,-114.0692,Light Rail,Calgary,2012/4/3 20:51
5554,4b47cfbff964a520cc3f26e3,50.898865,-114.0692,Light Rail,Calgary,2012/4/10 23:35
174234,4daf72f381548efb15abee9b,51.037956,-114.075714,Clothing Store,Calgary,2012/4/3 20:52
264040,4daf72f381548efb15abee9b,51.037956,-114.075714,Clothing Store,Calgary,2012/4/10 21:34
53896,4b54c741f964a5200ccc27e3,51.017497,-114.061432,Light Rail,Calgary,2012/4/3 20:54
53896,4b54c741f964a5200ccc27e3,51.017497,-114.061432,Light Rail,Calgary,2012/4/4 10:35
21272,4b54c741f964a5200ccc27e3,51.017497,-114.061432,Light Rail,Calgary,2012/4/10 22:44
53896,4b0fdddcf964a520a16523e3,51.046144,-114.058082,Light Rail,Calgary,2012/4/3 20:54
53896,4b0fdddcf964a520a16523e3,51.046144,-114.058082,Light Rail,Calgary,2012/4/4 10:34
53896,4b54c690f964a520eccb27e3,50.996823,-114.065595,Light Rail,Calgary,2012/4/3 20:56
53896,4b54c690f964a520eccb27e3,50.996823,-114.065595,Light Rail,Calgary,2012/4/3 20:59
53896,4b54c690f964a520eccb27e3,50.996823,-114.065595,Light Rail,Calgary,2012/4/4 10:24
53896,4b54c690f964a520eccb27e3,50.996823,-114.065595,Light Rail,Calgary,2012/4/4 10:34
53896,4b54c690f964a520eccb27e3,50.996823,-114.065595,Light Rail,Calgary,2012/4/5 10:24
53896,4b54c690f964a520eccb27e3,50.996823,-114.065595,Light Rail,Calgary,2012/4/5 10:36
21272,4b54c690f964a520eccb27e3,50.996823,-114.065595,Light Rail,Calgary,2012/4/10 22:47
174234,4bca27a7b6c49c7436e88f91,51.054968,-113.985005,Arts & Crafts Store,Calgary,2012/4/3 21:16
47946,4b75f725f964a520ba322ee3,51.079304,-113.9906,Grocery Store,Calgary,2012/4/3 21:20
88398,4b75f725f964a520ba322ee3,51.079304,-113.9906,Grocery Store,Calgary,2012/4/9 21:11
5554,4b59bea7f964a520c79528e3,51.046969,-114.078072,Light Rail,Calgary,2012/4/3 21:26
5554,4b59bea7f964a520c79528e3,51.046969,-114.078072,Light Rail,Calgary,2012/4/11 0:12
27335,4f45a9d6e4b0cc9b802a3872,51.023546,-114.109709,Neighborhood,Calgary,2012/4/3 21:29
27335,4f45a9d6e4b0cc9b802a3872,51.023546,-114.109709,Neighborhood,Calgary,2012/4/9 16:48
201143,4ba66d9af964a520715139e3,50.933767,-113.960538,Hardware Store,Calgary,2012/4/3 21:29
238329,4ba66d9af964a520715139e3,50.933767,-113.960538,Hardware Store,Calgary,2012/4/10 13:51
27335,4c620acae1621b8d69bc2253,51.024241,-114.110626,Pub,Calgary,2012/4/3 21:30
19012,4d909f0bca75b60c57142ca9,51.050991,-114.073117,Government Building,Calgary,2012/4/3 21:46
19012,4f32b836e4b0e6be3c743487,51.037905,-114.071595,Government Building,Calgary,2012/4/3 21:47
19012,4f32b836e4b0e6be3c743487,51.037905,-114.071595,Government Building,Calgary,2012/4/4 14:18
19012,4f32b836e4b0e6be3c743487,51.037905,-114.071595,Government Building,Calgary,2012/4/4 18:25
21272,4baa41f4f964a5204e583ae3,51.048836,-114.076122,Office,Calgary,2012/4/3 22:30
255357,4bea107f62c0c928547fe0d4,51.104707,-114.161043,Gas Station / Garage,Calgary,2012/4/3 22:30
174234,4dcda14f22718eed7a23b018,51.058375,-114.069346,Skating Rink,Calgary,2012/4/3 22:30
174234,4dcda14f22718eed7a23b018,51.058375,-114.069346,Skating Rink,Calgary,2012/4/6 13:28
174234,4dcda14f22718eed7a23b018,51.058375,-114.069346,Skating Rink,Calgary,2012/4/7 16:28
255357,4b0586f0f964a5200c7722e3,51.103306,-114.160781,Light Rail,Calgary,2012/4/3 22:33
47946,4bd711ac5631c9b6e7dea630,51.075605,-113.98177,Light Rail,Calgary,2012/4/3 22:34
49529,4b0586e6f964a520cd7322e3,50.949148,-113.982706,Casino,Calgary,2012/4/3 22:41
76333,4e8a165030f8d84840a64fc2,51.006758,-114.130113,Professional & Other Places,Calgary,2012/4/3 22:45
86517,4b6e0876f964a520f8a42ce3,51.098789,-114.144016,Mall,Calgary,2012/4/3 22:52
76333,4e1bc30e62e11cdc743c9a32,51.024181,-114.110463,Liquor Store,Calgary,2012/4/3 22:58
21272,4baa6368f964a52081653ae3,51.045729,-114.071125,Electronics Store,Calgary,2012/4/3 22:59
176397,4f5e1ad6e4b0d8f7b872f7ea,51.090063,-114.138733,Housing Development,Calgary,2012/4/3 23:10
86517,4da103959935a0937793976f,51.101262,-114.140338,Grocery Store,Calgary,2012/4/3 23:24
183455,4abe5ca5f964a520ff8c20e3,51.131646,-114.01077,Airport,Calgary,2012/4/3 23:26
87550,4abe5ca5f964a520ff8c20e3,51.131646,-114.01077,Airport,Calgary,2012/4/7 15:50
196578,4abe5ca5f964a520ff8c20e3,51.131646,-114.01077,Airport,Calgary,2012/4/8 15:42
114806,4abe5ca5f964a520ff8c20e3,51.131646,-114.01077,Airport,Calgary,2012/4/9 15:37
58524,4abe5ca5f964a520ff8c20e3,51.131646,-114.01077,Airport,Calgary,2012/4/10 18:01
37039,4ebf070fd3e3700a5b33c3b7,50.920102,-113.94744,Home (private),Calgary,2012/4/3 23:50
37039,4ebf070fd3e3700a5b33c3b7,50.920102,-113.94744,Home (private),Calgary,2012/4/5 0:02
37039,4ebf070fd3e3700a5b33c3b7,50.920102,-113.94744,Home (private),Calgary,2012/4/7 21:04
37039,4ebf070fd3e3700a5b33c3b7,50.920102,-113.94744,Home (private),Calgary,2012/4/8 4:30
37039,4ebf070fd3e3700a5b33c3b7,50.920102,-113.94744,Home (private),Calgary,2012/4/8 14:34
37039,4ebf070fd3e3700a5b33c3b7,50.920102,-113.94744,Home (private),Calgary,2012/4/9 23:28
37039,4ebf070fd3e3700a5b33c3b7,50.920102,-113.94744,Home (private),Calgary,2012/4/11 3:14
5554,4b3a6a5af964a520ca6625e3,51.040719,-114.078641,Medical Center,Calgary,2012/4/4 0:05
215193,4b7a26c3f964a520b0242fe3,50.942127,-114.047176,Brewery,Calgary,2012/4/4 0:12
18568,4c82ea6d47cc224b10008b9f,51.037858,-114.083022,Vegetarian / Vegan Restaurant,Calgary,2012/4/4 0:26
133809,4b4d3b6ef964a520e7ce26e3,51.070299,-114.117561,Seafood Restaurant,Calgary,2012/4/4 0:41
5554,4b6c7abef964a520763d2ce3,51.04665,-114.080741,Fast Food Restaurant,Calgary,2012/4/4 0:42
5554,4b6c7abef964a520763d2ce3,51.04665,-114.080741,Fast Food Restaurant,Calgary,2012/4/11 5:02
20101,4ba96258f964a5208c233ae3,51.037715,-114.079571,Drugstore / Pharmacy,Calgary,2012/4/4 0:42
118330,4d5435d2bdbea1cd1070e492,51.079227,-114.029889,Restaurant,Calgary,2012/4/4 0:47
79254,4b853c60f964a5202c5231e3,51.078278,-114.131478,Student Center,Calgary,2012/4/4 1:18
86517,4b853c60f964a5202c5231e3,51.078278,-114.131478,Student Center,Calgary,2012/4/9 18:21
133809,4b76f530f964a520826e2ee3,51.065956,-114.103146,Grocery Store,Calgary,2012/4/4 1:26
230804,4b50ac92f964a520c62c27e3,50.993306,-114.070747,BBQ Joint,Calgary,2012/4/4 1:27
255357,4b0586e6f964a5209d7322e3,51.051856,-114.070187,Hotel,Calgary,2012/4/4 2:54
79254,4b9730a5f964a520a1fb34e3,50.931343,-113.968872,Wings Joint,Calgary,2012/4/4 3:01
50019,4e1dfc8f6284d5831b40018b,51.046598,-114.067877,City,Calgary,2012/4/4 3:37
37039,4e1dfc8f6284d5831b40018b,51.046598,-114.067877,City,Calgary,2012/4/7 19:13
50019,4e1dfc8f6284d5831b40018b,51.046598,-114.067877,City,Calgary,2012/4/7 22:00
263842,4e1dfc8f6284d5831b40018b,51.046598,-114.067877,City,Calgary,2012/4/8 2:21
50019,4ef774de6c25c411eb4c18eb,51.027603,-114.063072,Home (private),Calgary,2012/4/4 3:37
50019,4ef774de6c25c411eb4c18eb,51.027603,-114.063072,Home (private),Calgary,2012/4/8 13:50
27335,4b0586e7f964a520f87322e3,51.037895,-114.078547,Bar,Calgary,2012/4/4 4:14
15239,4b8ecc84f964a520d33733e3,51.052753,-114.094348,Gas Station / Garage,Calgary,2012/4/4 4:37
27335,4c4beed19e6dbe9a577ac10c,51.041959,-114.082709,Pub,Calgary,2012/4/4 4:38
27335,4c4beed19e6dbe9a577ac10c,51.041959,-114.082709,Pub,Calgary,2012/4/11 4:34
15239,4ea24e90e5facb29c737f20b,51.036833,-114.071503,Home (private),Calgary,2012/4/4 4:48
15239,4ea24e90e5facb29c737f20b,51.036833,-114.071503,Home (private),Calgary,2012/4/8 23:06
15239,4ea24e90e5facb29c737f20b,51.036833,-114.071503,Home (private),Calgary,2012/4/9 23:21
15239,4ea24e90e5facb29c737f20b,51.036833,-114.071503,Home (private),Calgary,2012/4/11 4:57
18568,4e70b12ad4c03fcb656f879e,51.101651,-114.032399,Airport Terminal,Calgary,2012/4/4 11:11
183674,4b2673a0f964a520ba7b24e3,51.154671,-114.054129,Coffee Shop,Calgary,2012/4/4 11:58
88398,4e29bf89d164223a696f109c,50.99008,-113.961183,Office,Calgary,2012/4/4 12:21
88398,4e29bf89d164223a696f109c,50.99008,-113.961183,Office,Calgary,2012/4/9 12:55
37039,4ba0df3cf964a520a38337e3,51.080938,-114.025644,Coffee Shop,Calgary,2012/4/4 12:35
209789,4ba0df3cf964a520a38337e3,51.080938,-114.025644,Coffee Shop,Calgary,2012/4/8 6:06
37039,4ba0df3cf964a520a38337e3,51.080938,-114.025644,Coffee Shop,Calgary,2012/4/9 14:15
183455,4b8f241ef964a520de4a33e3,51.093849,-113.998582,Hotel,Calgary,2012/4/4 12:58
21272,4e8c94e34901755a2e2581ef,50.897533,-114.051023,Home (private),Calgary,2012/4/4 13:35
21272,4e8c94e34901755a2e2581ef,50.897533,-114.051023,Home (private),Calgary,2012/4/8 19:06
21272,4e8c94e34901755a2e2581ef,50.897533,-114.051023,Home (private),Calgary,2012/4/9 23:28
21272,4e8c94e34901755a2e2581ef,50.897533,-114.051023,Home (private),Calgary,2012/4/10 3:56
21272,4e8c94e34901755a2e2581ef,50.897533,-114.051023,Home (private),Calgary,2012/4/10 13:47
79254,4b6ec387f964a5207fc92ce3,51.12423,-114.20473,Coffee Shop,Calgary,2012/4/4 13:36
21588,4d97966f647d8cfac097d93d,51.019438,-114.205391,Office,Calgary,2012/4/4 13:37
20101,4d36ed3038f23704f4152ab0,51.08427,-114.21987,Skating Rink,Calgary,2012/4/4 13:46
20101,4d36ed3038f23704f4152ab0,51.08427,-114.21987,Skating Rink,Calgary,2012/4/4 18:04
20101,4d36ed3038f23704f4152ab0,51.08427,-114.21987,Skating Rink,Calgary,2012/4/4 18:26
20101,4d36ed3038f23704f4152ab0,51.08427,-114.21987,Skating Rink,Calgary,2012/4/8 15:29
20101,4d36ed3038f23704f4152ab0,51.08427,-114.21987,Skating Rink,Calgary,2012/4/9 17:26
234334,4b0586f0f964a520017722e3,51.064807,-114.132841,Hospital,Calgary,2012/4/4 14:00
21272,4b0586e9f964a520c97422e3,51.049157,-114.077498,Monument / Landmark,Calgary,2012/4/4 14:27
21272,4f28978de4b0817afc6214a5,51.048649,-114.078418,Caf,Calgary,2012/4/4 14:31
21272,4f28978de4b0817afc6214a5,51.048649,-114.078418,Caf,Calgary,2012/4/9 14:14
21272,4f28978de4b0817afc6214a5,51.048649,-114.078418,Caf,Calgary,2012/4/9 17:40
87550,4c880524bbec6dcb9678d058,51.064135,-114.086913,College Academic Building,Calgary,2012/4/4 15:00
183455,4c752cb6ff1fb60c8a61f5a7,51.121147,-114.008032,Office,Calgary,2012/4/4 16:03
183674,4b5ba2d4f964a520aa0c29e3,51.040827,-114.06559,Coffee Shop,Calgary,2012/4/4 16:19
163592,4b5ba2d4f964a520aa0c29e3,51.040827,-114.06559,Coffee Shop,Calgary,2012/4/10 21:32
27335,4d821d5d0d5b8cfa0deb4c28,51.024199,-114.109805,Miscellaneous Shop,Calgary,2012/4/4 16:49
49529,4b0586e9f964a520b07422e3,51.045246,-114.080915,Nightclub,Calgary,2012/4/4 17:40
49529,4b0586e9f964a520b07422e3,51.045246,-114.080915,Nightclub,Calgary,2012/4/8 5:34
49529,4b0586e9f964a520b07422e3,51.045246,-114.080915,Nightclub,Calgary,2012/4/8 7:42
49529,4b0586e9f964a520b07422e3,51.045246,-114.080915,Nightclub,Calgary,2012/4/10 16:34
87550,4b84397bf964a520ae2831e3,51.064729,-114.08761,Coffee Shop,Calgary,2012/4/4 18:10
174234,4b9e7a75f964a5206de736e3,51.044793,-114.069183,Coffee Shop,Calgary,2012/4/4 18:25
20101,4bb66f962ea19521eaabab2f,51.125763,-114.198549,Juice Bar,Calgary,2012/4/4 18:26
88398,4bf43493e5eba59328621f90,50.999195,-113.9796,Vietnamese Restaurant,Calgary,2012/4/4 18:31
113496,4b28322af964a520a59024e3,51.049833,-114.069348,Spa / Massage,Calgary,2012/4/4 18:48
174234,4b992d9cf964a520476735e3,51.045516,-114.071037,Bank,Calgary,2012/4/4 18:49
174234,4b0586edf964a5202c7622e3,50.996634,-114.073963,Mall,Calgary,2012/4/4 19:08
263121,4b0586edf964a5202c7622e3,50.996634,-114.073963,Mall,Calgary,2012/4/7 17:53
148455,4b0586edf964a5202c7622e3,50.996634,-114.073963,Mall,Calgary,2012/4/7 20:24
37039,4b0586edf964a5202c7622e3,50.996634,-114.073963,Mall,Calgary,2012/4/8 0:36
37039,4b0586edf964a5202c7622e3,50.996634,-114.073963,Mall,Calgary,2012/4/9 20:53
37039,4b0586edf964a5202c7622e3,50.996634,-114.073963,Mall,Calgary,2012/4/11 2:09
26117,4b59c237f964a520959628e3,51.048004,-114.074864,Coffee Shop,Calgary,2012/4/4 19:47
27335,4b59c237f964a520959628e3,51.048004,-114.074864,Coffee Shop,Calgary,2012/4/9 14:46
53896,4c96612d533aa0932c46d145,50.961457,-114.074266,Grocery Store,Calgary,2012/4/4 21:28
53896,4c96612d533aa0932c46d145,50.961457,-114.074266,Grocery Store,Calgary,2012/4/6 14:08
53896,4c96612d533aa0932c46d145,50.961457,-114.074266,Grocery Store,Calgary,2012/4/7 15:52
5554,4c65aada8e9120a117d8d564,51.026108,-114.059676,Electronics Store,Calgary,2012/4/4 23:08
49529,4bc90a7b937ca5937e1fa592,50.985338,-114.052184,Hobby Shop,Calgary,2012/4/4 23:14
49529,4bc90a7b937ca5937e1fa592,50.985338,-114.052184,Hobby Shop,Calgary,2012/4/11 1:55
191116,4b0586e9f964a520ac7422e3,51.045559,-114.066979,Indian Restaurant,Calgary,2012/4/4 23:20
26117,4b17e920f964a52091c923e3,51.067456,-114.105317,Hardware Store,Calgary,2012/4/4 23:31
39476,4c62047ceb82d13a969604d6,51.071855,-114.159649,Restaurant,Calgary,2012/4/4 23:42
113496,4ea99db3d3e30cbc440b03de,51.07778,-114.124306,Office,Calgary,2012/4/4 23:49
113496,4ea99db3d3e30cbc440b03de,51.07778,-114.124306,Office,Calgary,2012/4/7 19:25
113496,4ea99db3d3e30cbc440b03de,51.07778,-114.124306,Office,Calgary,2012/4/11 0:36
5554,4ba990f7f964a520c62e3ae3,50.905549,-114.064985,Grocery Store,Calgary,2012/4/4 23:51
133809,4d563f3e9e508cfa7f210b9b,51.062714,-113.952671,Home (private),Calgary,2012/4/4 23:51
133809,4d563f3e9e508cfa7f210b9b,51.062714,-113.952671,Home (private),Calgary,2012/4/8 1:04
78628,4b37b56cf964a520cc4425e3,50.905774,-114.11097,Wings Joint,Calgary,2012/4/4 23:54
188592,4b0586edf964a5201c7622e3,51.017264,-114.189363,Church,Calgary,2012/4/5 0:11
188592,4b0586edf964a5201c7622e3,51.017264,-114.189363,Church,Calgary,2012/4/6 15:48
188592,4b0586edf964a5201c7622e3,51.017264,-114.189363,Church,Calgary,2012/4/8 15:25
193643,4b0586e9f964a520967422e3,51.008169,-114.068542,Bar,Calgary,2012/4/5 0:11
141823,4b8ff260f964a5205f6b33e3,51.068295,-114.116803,Motel,Calgary,2012/4/5 0:17
53896,4b4e2d81f964a5202fe426e3,50.976702,-114.064465,Grocery Store,Calgary,2012/4/5 10:21
53896,4b00c824f964a520164122e3,51.048879,-114.067051,Office,Calgary,2012/4/5 10:57
133809,4c19445c23a29c74e8f51853,51.074599,-114.124002,College Gym,Calgary,2012/4/6 14:16
76333,4b141699f964a520229d23e3,51.023975,-114.108795,Coffee Shop,Calgary,2012/4/6 15:30
76333,4b141699f964a520229d23e3,51.023975,-114.108795,Coffee Shop,Calgary,2012/4/8 1:03
27335,4b141699f964a520229d23e3,51.023975,-114.108795,Coffee Shop,Calgary,2012/4/10 13:37
43233,4ca8c27844a8224b26c81a40,51.037727,-114.085557,Coffee Shop,Calgary,2012/4/6 15:35
118330,4b1d2499f964a520350c24e3,51.085746,-114.180509,Coffee Shop,Calgary,2012/4/6 15:45
159687,4bd1e82fa8b3a59355ae665f,51.050023,-114.063462,Bakery,Calgary,2012/4/6 15:58
159687,4bd1e82fa8b3a59355ae665f,51.050023,-114.063462,Bakery,Calgary,2012/4/7 15:28
159687,4bd1e82fa8b3a59355ae665f,51.050023,-114.063462,Bakery,Calgary,2012/4/9 14:35
15239,4b8d5f1df964a520b6f732e3,50.900895,-114.061689,Department Store,Calgary,2012/4/7 0:13
47946,4b5e159df964a520d07c29e3,51.088476,-114.062929,Coffee Shop,Calgary,2012/4/7 13:20
53896,4b2bc7b9f964a520d2ba24e3,50.992631,-114.073342,Coffee Shop,Calgary,2012/4/7 15:36
20101,4d2a15ceb818a35d3c6ba48a,51.038285,-114.075322,Winery,Calgary,2012/4/7 16:21
20101,4d2a15ceb818a35d3c6ba48a,51.038285,-114.075322,Winery,Calgary,2012/4/8 2:46
20101,4d2a15ceb818a35d3c6ba48a,51.038285,-114.075322,Winery,Calgary,2012/4/9 22:32
209789,4b4d262df964a520b1cc26e3,51.110177,-114.061904,Coffee Shop,Calgary,2012/4/7 16:46
19012,4f4ed4c4e4b06597b6d0f500,50.962029,-114.109929,Home (private),Calgary,2012/4/7 16:46
263121,4b33900ff964a520cd1a25e3,50.989179,-114.045811,Miscellaneous Shop,Calgary,2012/4/7 16:47
142272,4b33900ff964a520cd1a25e3,50.989179,-114.045811,Miscellaneous Shop,Calgary,2012/4/9 21:05
19012,4bc0dd67f8219c74c25cb210,50.951749,-114.060917,Library,Calgary,2012/4/7 17:13
113496,4b67099af964a5203f362be3,51.077315,-114.124668,College Academic Building,Calgary,2012/4/7 17:29
193643,4c150e5fa1010f4744574d18,51.017518,-114.070727,Park,Calgary,2012/4/7 18:09
19012,4d4b54f8d28f37040b42f222,51.0017,-114.063975,Vietnamese Restaurant,Calgary,2012/4/7 19:13
37039,4e4949ddc65bd6ffbeb5f4a9,51.114102,-114.220543,Park,Calgary,2012/4/7 19:17
37039,4e495c6045dd81ecad7fcc62,51.133406,-114.22749,Professional & Other Places,Calgary,2012/4/7 19:18
37039,4b6cd31cf964a5202b572ce3,51.124115,-114.206085,Automotive Shop,Calgary,2012/4/7 19:21
86517,4f5d1285e4b0cfc5e253c03f,51.129164,-114.156058,Home (private),Calgary,2012/4/7 19:28
86517,4f5d1285e4b0cfc5e253c03f,51.129164,-114.156058,Home (private),Calgary,2012/4/8 18:37
86517,4f5d1285e4b0cfc5e253c03f,51.129164,-114.156058,Home (private),Calgary,2012/4/9 21:13
86517,4f5d1285e4b0cfc5e253c03f,51.129164,-114.156058,Home (private),Calgary,2012/4/10 2:58
86517,4f5d1285e4b0cfc5e253c03f,51.129164,-114.156058,Home (private),Calgary,2012/4/10 21:02
86517,4f5d1285e4b0cfc5e253c03f,51.129164,-114.156058,Home (private),Calgary,2012/4/11 5:03
21272,4f80973ee4b05d42de491afa,50.952655,-114.066667,Salon / Barbershop,Calgary,2012/4/7 19:36
196461,4ee427cf77c8e89317e82f12,51.106861,-113.940438,Strip Club,Calgary,2012/4/7 19:56
196461,4e1fac6b628469a57403cca5,51.113864,-113.938664,Lake,Calgary,2012/4/7 19:56
201143,4c5495721b46c9b680f6d1ce,51.01114,-114.15388,Church,Calgary,2012/4/7 20:40
191116,4bc570226c26b7137b55ebf3,50.984127,-114.072504,Farmers Market,Calgary,2012/4/7 21:05
188592,4ea3021af7909c68de5b2ed5,51.037481,-114.09151,Miscellaneous Shop,Calgary,2012/4/7 21:31
20101,4b3bf893f964a520807f25e3,51.041151,-114.139667,Department Store,Calgary,2012/4/7 21:32
49529,4b05bd09f964a52018e222e3,51.044905,-114.070949,Bank,Calgary,2012/4/7 21:44
27335,4f5b05fde4b05cfda443ec9e,51.027092,-114.116051,Home (private),Calgary,2012/4/7 22:32
79254,4ba13457f964a520dba137e3,51.127926,-114.200695,Coffee Shop,Calgary,2012/4/7 22:43
79254,4ba13457f964a520dba137e3,51.127926,-114.200695,Coffee Shop,Calgary,2012/4/9 15:22
196461,4b4920e7f964a5200c6726e3,51.111406,-113.945594,Grocery Store,Calgary,2012/4/7 22:50
263121,4b579da6f964a520853928e3,51.06104,-113.984675,Grocery Store,Calgary,2012/4/7 23:12
122701,4b076de9f964a5207cfd22e3,50.902741,-114.065803,Pizza Place,Calgary,2012/4/8 0:10
117374,4ec5b3a36da1d1092c84470e,51.016069,-113.96362,Home (private),Calgary,2012/4/8 0:12
37039,4ce47485ae20224b10c3d2ec,50.999907,-114.073428,Parking,Calgary,2012/4/8 0:20
37039,4ce47485ae20224b10c3d2ec,50.999907,-114.073428,Parking,Calgary,2012/4/9 21:58
37039,4ca29dbaf832a1cd07da96e5,50.9992,-114.073191,Electronics Store,Calgary,2012/4/8 0:21
255357,4ca29dbaf832a1cd07da96e5,50.9992,-114.073191,Electronics Store,Calgary,2012/4/8 20:34
255357,4ca29dbaf832a1cd07da96e5,50.9992,-114.073191,Electronics Store,Calgary,2012/4/9 21:24
47946,4f80dcfae4b05766b218ac1a,51.126962,-114.064691,Home (private),Calgary,2012/4/8 0:34
15239,4f80dcfae4b05766b218ac1a,51.126962,-114.064691,Home (private),Calgary,2012/4/8 0:35
37039,4bfae2281c1da59387137e0e,50.997526,-114.073387,Sporting Goods Shop,Calgary,2012/4/8 1:02
37039,4bf9a5da5ec320a1c39e8ad3,50.997932,-114.073523,Clothing Store,Calgary,2012/4/8 1:07
188592,4b19ef4ef964a52052e623e3,51.031648,-114.071571,Pub,Calgary,2012/4/8 1:10
188592,4b19ef4ef964a52052e623e3,51.031648,-114.071571,Pub,Calgary,2012/4/8 4:57
21272,4b314725f964a520c50325e3,50.907293,-114.065722,Vietnamese Restaurant,Calgary,2012/4/8 1:20
263121,4bf5eeacbfeac92806989336,51.098711,-113.959289,Fast Food Restaurant,Calgary,2012/4/8 1:21
113496,4b0586ebf964a520477522e3,51.049152,-114.06237,Chinese Restaurant,Calgary,2012/4/8 1:21
37039,4baa5f00f964a520cb633ae3,51.00138,-114.073933,Women's Store,Calgary,2012/4/8 1:26
191116,4eb489fb9a52ad1e3e91a1a7,51.048229,-114.08604,Pub,Calgary,2012/4/8 1:28
234334,4b63b322f964a520d38c2ae3,51.043943,-114.140154,Bar,Calgary,2012/4/8 1:38
37039,4af38db1f964a52094ee21e3,50.995594,-114.074516,Multiplex,Calgary,2012/4/8 1:44
159687,4af38db1f964a52094ee21e3,50.995594,-114.074516,Multiplex,Calgary,2012/4/10 0:57
48512,4b6b5f86f964a5205f042ce3,51.151388,-114.213649,Grocery Store,Calgary,2012/4/8 2:10
193643,4b68d2a4f964a520c18e2be3,51.041998,-114.035945,Italian Restaurant,Calgary,2012/4/8 2:10
122701,4bf853a98d30d13ad3930018,50.903493,-114.066839,Ice Cream Shop,Calgary,2012/4/8 2:20
263842,4ba013a2f964a520f55737e3,51.094936,-113.99979,Hotel,Calgary,2012/4/8 2:50
191116,4c996577292a6dcb6753c676,51.07867,-114.130139,Concert Hall,Calgary,2012/4/8 3:04
48512,4b568258f964a520691328e3,51.08435,-114.20975,Fast Food Restaurant,Calgary,2012/4/8 3:12
234752,4dfaa9d31f6eeef806a8964e,51.04331,-114.07023,Pub,Calgary,2012/4/8 3:14
263842,4b0586e7f964a520117422e3,51.079881,-114.002863,American Restaurant,Calgary,2012/4/8 3:30
174234,4b0586e6f964a520cc7322e3,51.041234,-114.064767,Hotel,Calgary,2012/4/8 3:52
20101,4b0586e6f964a520cc7322e3,51.041234,-114.064767,Hotel,Calgary,2012/4/8 5:27
